ensembl,pathways
ENSP00000225698,unknown
ENSP00000402949,unknown
ENSP00000374529,unknown
ENSP00000384004,unknown
ENSP00000417050,unknown
ENSP00000319486,unknown
ENSP00000339820,unknown
ENSP00000307701,unknown
ENSP00000418259,unknown
ENSP00000362387,unknown
ENSP00000406541,unknown
ENSP00000211413,unknown
ENSP00000278319,unknown
ENSP00000263645,['hsa04662']
ENSP00000433816,unknown
ENSP00000309036,unknown
ENSP00000358529,unknown
ENSP00000262067,unknown
ENSP00000182527,unknown
ENSP00000440045,"['hsa04020', 'hsa04022', 'hsa04024', 'hsa04919']"
ENSP00000435380,unknown
ENSP00000211314,unknown
ENSP00000295702,['hsa04141']
ENSP00000353072,"['hsa04020', 'hsa04022', 'hsa04024', 'hsa04919']"
ENSP00000299213,unknown
ENSP00000350132,"['hsa04020', 'hsa04022', 'hsa04024', 'hsa04919']"
ENSP00000348206,unknown
ENSP00000367038,['hsa04141']
ENSP00000360107,unknown
ENSP00000390232,unknown
ENSP00000296015,unknown
ENSP00000332148,unknown
ENSP00000347730,unknown
ENSP00000274498,unknown
ENSP00000184183,unknown
ENSP00000344403,unknown
ENSP00000479730,unknown
ENSP00000254260,unknown
ENSP00000289013,unknown
ENSP00000364555,unknown
ENSP00000483621,unknown
ENSP00000228850,unknown
ENSP00000426271,unknown
ENSP00000368320,unknown
ENSP00000344579,unknown
ENSP00000351327,unknown
ENSP00000368264,unknown
ENSP00000261058,unknown
ENSP00000479488,unknown
ENSP00000394107,unknown
ENSP00000466639,unknown
ENSP00000358737,unknown
ENSP00000300688,unknown
ENSP00000354728,unknown
ENSP00000292475,unknown
ENSP00000428895,['hsa00190']
ENSP00000389649,unknown
ENSP00000432614,['hsa00190']
ENSP00000421076,unknown
ENSP00000323071,"['hsa00062', 'hsa01040']"
ENSP00000253413,"['hsa00190', 'hsa04145', 'hsa04150']"
ENSP00000290299,unknown
ENSP00000467262,['hsa00190']
ENSP00000358840,unknown
ENSP00000295709,unknown
ENSP00000381198,unknown
ENSP00000434466,unknown
ENSP00000381857,unknown
ENSP00000297440,unknown
ENSP00000368876,unknown
ENSP00000216036,unknown
ENSP00000385216,"['hsa04915', 'hsa04919']"
ENSP00000261778,unknown
ENSP00000399968,"['hsa04915', 'hsa04919']"
ENSP00000363929,unknown
ENSP00000450444,unknown
ENSP00000354573,unknown
ENSP00000417470,unknown
ENSP00000468633,['hsa03060']
ENSP00000378236,unknown
ENSP00000260563,unknown
ENSP00000396225,unknown
ENSP00000332681,unknown
ENSP00000365938,['hsa04141']
ENSP00000230381,unknown
ENSP00000259963,unknown
ENSP00000380401,unknown
ENSP00000360645,['hsa04141']
ENSP00000382767,unknown
ENSP00000313756,unknown
ENSP00000260453,unknown
ENSP00000333813,"['hsa00510', 'hsa00513']"
ENSP00000327611,unknown
ENSP00000259253,['hsa04141']
ENSP00000258214,unknown
ENSP00000318066,['hsa00230']
ENSP00000360515,unknown
ENSP00000354686,unknown
ENSP00000387100,unknown
ENSP00000441980,"['hsa00440', 'hsa00564', 'hsa00565']"
ENSP00000367817,unknown
ENSP00000363520,unknown
ENSP00000334382,['hsa04068']
ENSP00000186436,unknown
ENSP00000216214,unknown
ENSP00000222968,unknown
ENSP00000360922,unknown
ENSP00000267859,unknown
ENSP00000410804,unknown
ENSP00000262109,unknown
ENSP00000339802,unknown
ENSP00000266732,unknown
ENSP00000356985,unknown
ENSP00000348099,unknown
ENSP00000344503,unknown
ENSP00000362271,"['hsa00230', 'hsa00730']"
ENSP00000302144,unknown
ENSP00000342162,unknown
ENSP00000312599,unknown
ENSP00000385616,unknown
ENSP00000361949,"['hsa03013', 'hsa03015', 'hsa03018']"
ENSP00000216500,unknown
ENSP00000307280,unknown
ENSP00000351569,unknown
ENSP00000334072,unknown
ENSP00000300128,unknown
ENSP00000259953,unknown
ENSP00000388909,unknown
ENSP00000366542,unknown
ENSP00000382518,unknown
ENSP00000306887,unknown
ENSP00000316532,unknown
ENSP00000484342,unknown
ENSP00000284770,unknown
ENSP00000361338,unknown
ENSP00000401437,unknown
ENSP00000259324,unknown
ENSP00000266712,unknown
ENSP00000315106,unknown
ENSP00000430493,['hsa03018']
ENSP00000366527,unknown
ENSP00000238788,unknown
ENSP00000387911,['hsa03018']
ENSP00000439250,unknown
ENSP00000361636,['hsa04020']
ENSP00000188312,unknown
ENSP00000375767,['hsa04621']
ENSP00000283882,unknown
ENSP00000401749,['hsa00330']
ENSP00000304593,unknown
ENSP00000309570,unknown
ENSP00000252071,['hsa04530']
ENSP00000377060,unknown
ENSP00000324792,unknown
ENSP00000428259,unknown
ENSP00000265073,unknown
ENSP00000358815,unknown
ENSP00000188790,unknown
ENSP00000358106,['hsa04614']
ENSP00000343490,unknown
ENSP00000361965,['hsa00230']
ENSP00000190165,unknown
ENSP00000331411,unknown
ENSP00000221496,"['hsa04024', 'hsa04060', 'hsa04350', 'hsa04390']"
ENSP00000371940,unknown
ENSP00000477725,unknown
ENSP00000192314,unknown
ENSP00000324741,unknown
ENSP00000300303,unknown
ENSP00000338783,unknown
ENSP00000304802,['hsa00240']
ENSP00000192788,unknown
ENSP00000318086,unknown
ENSP00000363135,unknown
ENSP00000355895,unknown
ENSP00000317891,unknown
ENSP00000264555,unknown
ENSP00000348472,unknown
ENSP00000449629,unknown
ENSP00000416707,unknown
ENSP00000232603,unknown
ENSP00000363064,unknown
ENSP00000261250,unknown
ENSP00000193322,unknown
ENSP00000234488,unknown
ENSP00000267199,unknown
ENSP00000395474,unknown
ENSP00000357880,"['hsa00270', 'hsa00330']"
ENSP00000411584,unknown
ENSP00000471455,unknown
ENSP00000297313,unknown
ENSP00000357998,"['hsa03060', 'hsa04141']"
ENSP00000384867,unknown
ENSP00000265686,"['hsa00190', 'hsa04142', 'hsa04145']"
ENSP00000389913,unknown
ENSP00000289359,unknown
ENSP00000411268,unknown
ENSP00000358059,unknown
ENSP00000360312,unknown
ENSP00000372193,unknown
ENSP00000193391,unknown
ENSP00000251102,"['hsa04022', 'hsa04024']"
ENSP00000318373,unknown
ENSP00000370223,['hsa00020']
ENSP00000377176,unknown
ENSP00000424243,unknown
ENSP00000309606,unknown
ENSP00000343273,unknown
ENSP00000465932,unknown
ENSP00000255266,['hsa00230']
ENSP00000328412,['hsa00230']
ENSP00000286688,unknown
ENSP00000359245,['hsa02010']
ENSP00000385158,unknown
ENSP00000332809,unknown
ENSP00000482306,unknown
ENSP00000449079,['hsa00830']
ENSP00000341159,unknown
ENSP00000230361,unknown
ENSP00000266395,['hsa00230']
ENSP00000384264,"['hsa04022', 'hsa04024']"
ENSP00000194130,unknown
ENSP00000315006,unknown
ENSP00000417769,unknown
ENSP00000332656,['hsa00600']
ENSP00000379326,unknown
ENSP00000378074,unknown
ENSP00000242719,unknown
ENSP00000377424,unknown
ENSP00000416508,unknown
ENSP00000310208,unknown
ENSP00000355384,unknown
ENSP00000311336,unknown
ENSP00000194152,unknown
ENSP00000386166,unknown
ENSP00000268130,unknown
ENSP00000384869,unknown
ENSP00000367913,unknown
ENSP00000194214,unknown
ENSP00000419279,unknown
ENSP00000361800,unknown
ENSP00000377769,unknown
ENSP00000347915,unknown
ENSP00000296266,unknown
ENSP00000393541,unknown
ENSP00000417610,unknown
ENSP00000460850,unknown
ENSP00000264538,unknown
ENSP00000474032,unknown
ENSP00000285402,unknown
ENSP00000324323,unknown
ENSP00000243344,unknown
ENSP00000311219,unknown
ENSP00000464443,unknown
ENSP00000260570,unknown
ENSP00000362424,unknown
ENSP00000349679,unknown
ENSP00000458018,unknown
ENSP00000370781,unknown
ENSP00000468057,unknown
ENSP00000406012,unknown
ENSP00000282670,unknown
ENSP00000320359,unknown
ENSP00000229340,['hsa04144']
ENSP00000364240,unknown
ENSP00000384290,unknown
ENSP00000302936,unknown
ENSP00000362121,unknown
ENSP00000386181,unknown
ENSP00000312778,unknown
ENSP00000398211,unknown
ENSP00000264020,unknown
ENSP00000247986,unknown
ENSP00000355736,unknown
ENSP00000242591,unknown
ENSP00000281938,unknown
ENSP00000404122,unknown
ENSP00000238628,unknown
ENSP00000382717,unknown
ENSP00000381167,['hsa04145']
ENSP00000194530,"['hsa04150', 'hsa04152']"
ENSP00000310649,unknown
ENSP00000328875,unknown
ENSP00000258418,"['hsa04150', 'hsa04152']"
ENSP00000369862,unknown
ENSP00000364449,unknown
ENSP00000288699,unknown
ENSP00000305976,['hsa04922']
ENSP00000344241,unknown
ENSP00000325313,unknown
ENSP00000264276,unknown
ENSP00000336655,"['hsa04150', 'hsa04152']"
ENSP00000270162,['hsa04922']
ENSP00000262891,unknown
ENSP00000371614,unknown
ENSP00000343190,['hsa00770']
ENSP00000359685,unknown
ENSP00000377456,unknown
ENSP00000479669,"['hsa04150', 'hsa04152']"
ENSP00000367177,unknown
ENSP00000196061,['hsa00310']
ENSP00000362776,unknown
ENSP00000384629,['hsa00310']
ENSP00000274031,"['hsa00310', 'hsa04068']"
ENSP00000373298,unknown
ENSP00000354960,"['hsa00310', 'hsa00514']"
ENSP00000384999,['hsa00330']
ENSP00000396732,['hsa00310']
ENSP00000373354,['hsa00310']
ENSP00000354689,unknown
ENSP00000312379,['hsa00310']
ENSP00000222803,unknown
ENSP00000261037,unknown
ENSP00000223127,"['hsa00310', 'hsa00514']"
ENSP00000282903,['hsa00310']
ENSP00000375069,unknown
ENSP00000436786,['hsa00310']
ENSP00000381949,unknown
ENSP00000376204,['hsa00310']
ENSP00000327436,unknown
ENSP00000367755,['hsa00310']
ENSP00000323696,unknown
ENSP00000480474,unknown
ENSP00000303153,unknown
ENSP00000325146,unknown
ENSP00000235372,['hsa00310']
ENSP00000318234,unknown
ENSP00000347649,unknown
ENSP00000296682,['hsa00310']
ENSP00000380901,unknown
ENSP00000346175,['hsa00310']
ENSP00000417980,['hsa00310']
ENSP00000384725,['hsa00310']
ENSP00000251582,unknown
ENSP00000382356,unknown
ENSP00000395929,['hsa00310']
ENSP00000263556,['hsa00330']
ENSP00000255613,['hsa00310']
ENSP00000305899,['hsa00310']
ENSP00000382083,unknown
ENSP00000236040,unknown
ENSP00000442924,['hsa00310']
ENSP00000361845,['hsa00900']
ENSP00000222673,['hsa00020']
ENSP00000364140,unknown
ENSP00000327368,unknown
ENSP00000404658,['hsa00310']
ENSP00000351767,unknown
ENSP00000244728,unknown
ENSP00000365756,unknown
ENSP00000196371,"['hsa00072', 'hsa00280', 'hsa00650']"
ENSP00000264893,unknown
ENSP00000365462,"['hsa00280', 'hsa00630', 'hsa00640']"
ENSP00000367028,['hsa03008']
ENSP00000262462,['hsa03320']
ENSP00000357693,unknown
ENSP00000320043,['hsa00564']
ENSP00000376184,"['hsa00072', 'hsa00650']"
ENSP00000381654,"['hsa00072', 'hsa00280', 'hsa00650', 'hsa04146']"
ENSP00000296424,"['hsa00072', 'hsa00650']"
ENSP00000324842,"['hsa00280', 'hsa00650']"
ENSP00000361914,"['hsa00072', 'hsa00280', 'hsa00650']"
ENSP00000286835,unknown
ENSP00000333255,unknown
ENSP00000301761,unknown
ENSP00000363614,"['hsa00072', 'hsa00280', 'hsa00650', 'hsa04146']"
ENSP00000361915,"['hsa04060', 'hsa04350', 'hsa04390']"
ENSP00000196489,unknown
ENSP00000372724,unknown
ENSP00000415899,unknown
ENSP00000428579,unknown
ENSP00000299871,unknown
ENSP00000253024,unknown
ENSP00000362457,unknown
ENSP00000197268,unknown
ENSP00000331691,unknown
ENSP00000443598,unknown
ENSP00000438205,unknown
ENSP00000219439,unknown
ENSP00000228865,unknown
ENSP00000198536,unknown
ENSP00000327599,unknown
ENSP00000313936,unknown
ENSP00000360660,unknown
ENSP00000327732,unknown
ENSP00000391748,unknown
ENSP00000300181,unknown
ENSP00000292330,unknown
ENSP00000421048,unknown
ENSP00000386357,unknown
ENSP00000259254,unknown
ENSP00000442157,unknown
ENSP00000381109,unknown
ENSP00000383115,['hsa04145']
ENSP00000266383,['hsa00513']
ENSP00000198767,unknown
ENSP00000406293,unknown
ENSP00000302640,unknown
ENSP00000339976,unknown
ENSP00000455265,unknown
ENSP00000448323,unknown
ENSP00000331111,['hsa03020']
ENSP00000343515,unknown
ENSP00000379654,unknown
ENSP00000222567,['hsa03020']
ENSP00000367029,['hsa03020']
ENSP00000410409,unknown
ENSP00000379691,unknown
ENSP00000358563,['hsa03008']
ENSP00000263663,unknown
ENSP00000287706,unknown
ENSP00000371858,unknown
ENSP00000302478,unknown
ENSP00000333920,['hsa04918']
ENSP00000393161,unknown
ENSP00000198801,['hsa00561']
ENSP00000216180,['hsa00561']
ENSP00000347581,['hsa00561']
ENSP00000228027,['hsa00561']
ENSP00000412178,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000397908,"['hsa00561', 'hsa00564', 'hsa04150']"
ENSP00000223114,['hsa00561']
ENSP00000328405,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000230588,unknown
ENSP00000264057,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000395204,unknown
ENSP00000392553,"['hsa00561', 'hsa00564']"
ENSP00000385780,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000265022,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000358232,['hsa00561']
ENSP00000377900,['hsa00561']
ENSP00000477515,unknown
ENSP00000406674,['hsa00561']
ENSP00000261596,"['hsa00561', 'hsa00564']"
ENSP00000273814,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000362354,"['hsa00561', 'hsa00564']"
ENSP00000329697,"['hsa00561', 'hsa00564', 'hsa00565', 'hsa00600', 'hsa04072', 'hsa04666']"
ENSP00000219345,"['hsa00564', 'hsa04142']"
ENSP00000299022,['hsa00561']
ENSP00000381302,"['hsa00561', 'hsa00564']"
ENSP00000282096,"['hsa00230', 'hsa04022', 'hsa04024', 'hsa04371', 'hsa04910', 'hsa04914', 'hsa04922', 'hsa04923', 'hsa04924']"
ENSP00000314196,unknown
ENSP00000337572,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000265052,"['hsa00561', 'hsa04923']"
ENSP00000378877,"['hsa00561', 'hsa00564', 'hsa04072']"
ENSP00000261292,['hsa00561']
ENSP00000255226,unknown
ENSP00000457593,unknown
ENSP00000356602,['hsa04144']
ENSP00000318770,unknown
ENSP00000480798,unknown
ENSP00000295269,unknown
ENSP00000371234,unknown
ENSP00000405899,unknown
ENSP00000272190,"['hsa04614', 'hsa04924']"
ENSP00000350698,unknown
ENSP00000296792,['hsa03008']
ENSP00000283109,['hsa03008']
ENSP00000363746,unknown
ENSP00000381266,unknown
ENSP00000368887,unknown
ENSP00000353246,unknown
ENSP00000322396,unknown
ENSP00000274849,unknown
ENSP00000419740,unknown
ENSP00000338573,['hsa03008']
ENSP00000261015,unknown
ENSP00000371169,['hsa03008']
ENSP00000297579,unknown
ENSP00000327179,['hsa03008']
ENSP00000436785,unknown
ENSP00000259239,['hsa03008']
ENSP00000314193,['hsa03008']
ENSP00000404700,unknown
ENSP00000460871,unknown
ENSP00000438349,unknown
ENSP00000482107,unknown
ENSP00000317992,unknown
ENSP00000396441,unknown
ENSP00000361433,['hsa03018']
ENSP00000344393,['hsa03008']
ENSP00000348722,unknown
ENSP00000407323,unknown
ENSP00000476221,unknown
ENSP00000285814,unknown
ENSP00000339145,unknown
ENSP00000320917,unknown
ENSP00000362105,unknown
ENSP00000291576,['hsa03008']
ENSP00000326003,unknown
ENSP00000380982,unknown
ENSP00000267425,['hsa04080']
ENSP00000318966,unknown
ENSP00000346120,unknown
ENSP00000263083,unknown
ENSP00000428619,['hsa03008']
ENSP00000479504,unknown
ENSP00000366828,"['hsa03020', 'hsa04623']"
ENSP00000254940,unknown
ENSP00000476117,unknown
ENSP00000364037,unknown
ENSP00000355541,['hsa03008']
ENSP00000395772,['hsa03008']
ENSP00000455106,unknown
ENSP00000254803,unknown
ENSP00000366519,unknown
ENSP00000446184,unknown
ENSP00000380495,unknown
ENSP00000353557,unknown
ENSP00000246802,unknown
ENSP00000297990,['hsa03008']
ENSP00000360412,unknown
ENSP00000223073,['hsa03008']
ENSP00000377944,['hsa03008']
ENSP00000299192,unknown
ENSP00000331879,unknown
ENSP00000319531,"['hsa00260', 'hsa00630']"
ENSP00000432119,unknown
ENSP00000256398,unknown
ENSP00000225296,['hsa04621']
ENSP00000417464,unknown
ENSP00000356476,unknown
ENSP00000332340,unknown
ENSP00000229214,unknown
ENSP00000320688,unknown
ENSP00000449770,unknown
ENSP00000485630,unknown
ENSP00000334564,"['hsa03020', 'hsa04623']"
ENSP00000442053,unknown
ENSP00000359688,unknown
ENSP00000254605,unknown
ENSP00000238256,unknown
ENSP00000398882,unknown
ENSP00000419004,"['hsa03008', 'hsa03013']"
ENSP00000225298,['hsa03008']
ENSP00000473383,unknown
ENSP00000386134,unknown
ENSP00000328854,unknown
ENSP00000308332,unknown
ENSP00000348596,unknown
ENSP00000265245,['hsa03008']
ENSP00000253237,unknown
ENSP00000403536,"['hsa00260', 'hsa00330']"
ENSP00000411010,unknown
ENSP00000480832,unknown
ENSP00000370741,unknown
ENSP00000199389,['hsa04141']
ENSP00000467723,unknown
ENSP00000230771,['hsa00970']
ENSP00000377681,unknown
ENSP00000366396,"['hsa03008', 'hsa03018']"
ENSP00000251642,['hsa04622']
ENSP00000428756,unknown
ENSP00000220062,unknown
ENSP00000282326,unknown
ENSP00000411471,unknown
ENSP00000417229,unknown
ENSP00000425634,['hsa00970']
ENSP00000343617,unknown
ENSP00000325448,['hsa00970']
ENSP00000215057,unknown
ENSP00000233057,"['hsa04141', 'hsa04217']"
ENSP00000419045,['hsa00790']
ENSP00000405620,unknown
ENSP00000311747,unknown
ENSP00000274054,unknown
ENSP00000352264,unknown
ENSP00000361238,unknown
ENSP00000405708,unknown
ENSP00000377197,unknown
ENSP00000392770,unknown
ENSP00000242576,['hsa03410']
ENSP00000344314,unknown
ENSP00000435926,unknown
ENSP00000480538,unknown
ENSP00000452037,unknown
ENSP00000300182,unknown
ENSP00000290155,unknown
ENSP00000390410,unknown
ENSP00000458355,unknown
ENSP00000356448,['hsa03013']
ENSP00000301522,unknown
ENSP00000436975,unknown
ENSP00000383737,unknown
ENSP00000350937,unknown
ENSP00000217515,unknown
ENSP00000265462,['hsa04146']
ENSP00000374490,unknown
ENSP00000298510,unknown
ENSP00000304908,unknown
ENSP00000367815,unknown
ENSP00000342858,unknown
ENSP00000263094,['hsa02010']
ENSP00000374447,unknown
ENSP00000265104,unknown
ENSP00000348757,unknown
ENSP00000313921,unknown
ENSP00000323275,unknown
ENSP00000318429,unknown
ENSP00000387050,"['hsa00564', 'hsa00565']"
ENSP00000260197,unknown
ENSP00000360065,unknown
ENSP00000365811,unknown
ENSP00000306410,unknown
ENSP00000312706,unknown
ENSP00000312554,unknown
ENSP00000294664,unknown
ENSP00000401514,unknown
ENSP00000393222,unknown
ENSP00000363634,unknown
ENSP00000261383,unknown
ENSP00000296218,unknown
ENSP00000391692,unknown
ENSP00000386770,unknown
ENSP00000229554,unknown
ENSP00000368646,unknown
ENSP00000330433,unknown
ENSP00000475939,unknown
ENSP00000431840,unknown
ENSP00000262442,unknown
ENSP00000222286,['hsa00010']
ENSP00000400252,unknown
ENSP00000380679,unknown
ENSP00000288710,unknown
ENSP00000347626,unknown
ENSP00000216068,unknown
ENSP00000391869,unknown
ENSP00000216185,['hsa04621']
ENSP00000356056,unknown
ENSP00000374045,unknown
ENSP00000484634,unknown
ENSP00000311273,unknown
ENSP00000338648,unknown
ENSP00000319006,unknown
ENSP00000329715,unknown
ENSP00000268042,unknown
ENSP00000263321,"['hsa00350', 'hsa04916']"
ENSP00000219431,['hsa03410']
ENSP00000476140,unknown
ENSP00000419370,unknown
ENSP00000306080,unknown
ENSP00000401338,unknown
ENSP00000199708,unknown
ENSP00000369609,unknown
ENSP00000307199,unknown
ENSP00000264834,unknown
ENSP00000322421,unknown
ENSP00000369586,unknown
ENSP00000251595,unknown
ENSP00000369654,unknown
ENSP00000293872,unknown
ENSP00000199764,unknown
ENSP00000317257,unknown
ENSP00000399457,"['hsa00510', 'hsa00513', 'hsa04141']"
ENSP00000260818,unknown
ENSP00000447730,['hsa04142']
ENSP00000283415,"['hsa00564', 'hsa00565']"
ENSP00000323036,unknown
ENSP00000348888,['hsa04672']
ENSP00000333680,unknown
ENSP00000266659,unknown
ENSP00000411096,['hsa02010']
ENSP00000226578,"['hsa00511', 'hsa04142']"
ENSP00000377055,['hsa04614']
ENSP00000321195,unknown
ENSP00000272217,unknown
ENSP00000412361,unknown
ENSP00000332287,unknown
ENSP00000252593,unknown
ENSP00000222120,unknown
ENSP00000346442,unknown
ENSP00000297290,unknown
ENSP00000333697,unknown
ENSP00000379512,"['hsa00480', 'hsa00980', 'hsa00982', 'hsa00983']"
ENSP00000297130,unknown
ENSP00000432886,unknown
ENSP00000331907,unknown
ENSP00000267291,unknown
ENSP00000480986,unknown
ENSP00000265562,unknown
ENSP00000360497,unknown
ENSP00000365007,unknown
ENSP00000480851,unknown
ENSP00000322532,unknown
ENSP00000361577,unknown
ENSP00000261973,['hsa03040']
ENSP00000344758,unknown
ENSP00000430128,unknown
ENSP00000438547,unknown
ENSP00000257940,unknown
ENSP00000265729,unknown
ENSP00000310111,unknown
ENSP00000339090,unknown
ENSP00000252011,unknown
ENSP00000386764,unknown
ENSP00000251241,unknown
ENSP00000274192,['hsa00140']
ENSP00000351035,unknown
ENSP00000325822,"['hsa00140', 'hsa04925']"
ENSP00000233575,unknown
ENSP00000420914,"['hsa00120', 'hsa01040', 'hsa04146']"
ENSP00000278353,"['hsa00062', 'hsa00140', 'hsa01040']"
ENSP00000477587,unknown
ENSP00000369927,"['hsa00140', 'hsa00590', 'hsa00790', 'hsa04913']"
ENSP00000353270,unknown
ENSP00000445122,"['hsa00140', 'hsa04913', 'hsa04925', 'hsa04927']"
ENSP00000466799,"['hsa00140', 'hsa04913']"
ENSP00000364412,['hsa00140']
ENSP00000358421,"['hsa00140', 'hsa04913', 'hsa04925', 'hsa04927']"
ENSP00000226444,['hsa00140']
ENSP00000299505,unknown
ENSP00000264228,"['hsa00140', 'hsa00510']"
ENSP00000379683,"['hsa00140', 'hsa04913']"
ENSP00000305533,unknown
ENSP00000242375,"['hsa00120', 'hsa00140']"
ENSP00000292427,"['hsa00140', 'hsa04927']"
ENSP00000349351,unknown
ENSP00000478557,unknown
ENSP00000397394,unknown
ENSP00000384182,unknown
ENSP00000478479,unknown
ENSP00000366465,unknown
ENSP00000354826,unknown
ENSP00000446007,unknown
ENSP00000452120,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000363574,['hsa03008']
ENSP00000359596,['hsa04924']
ENSP00000337159,"['hsa04144', 'hsa04350']"
ENSP00000469647,unknown
ENSP00000360025,"['hsa04010', 'hsa04068', 'hsa04110', 'hsa04115', 'hsa04210', 'hsa04218']"
ENSP00000290551,['hsa03018']
ENSP00000405635,unknown
ENSP00000365694,unknown
ENSP00000363708,"['hsa04060', 'hsa04350', 'hsa04390', 'hsa04550']"
ENSP00000306253,"['hsa04020', 'hsa04022', 'hsa04070', 'hsa04114', 'hsa04210', 'hsa04218', 'hsa04371', 'hsa04540', 'hsa04611', 'hsa04621', 'hsa04625', 'hsa04912', 'hsa04915', 'hsa04918', 'hsa04921', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04927', 'hsa04928', 'hsa04929']"
ENSP00000234310,"['hsa04010', 'hsa04020', 'hsa04022', 'hsa04114', 'hsa04218', 'hsa04310', 'hsa04370', 'hsa04625', 'hsa04650', 'hsa04658', 'hsa04659', 'hsa04660', 'hsa04662', 'hsa04921', 'hsa04922', 'hsa04924']"
ENSP00000239223,['hsa04010']
ENSP00000356156,unknown
ENSP00000342778,unknown
ENSP00000358953,unknown
ENSP00000349124,unknown
ENSP00000287727,"['hsa04144', 'hsa04350']"
ENSP00000249356,unknown
ENSP00000308219,['hsa04350']
ENSP00000307235,"['hsa04141', 'hsa04210']"
ENSP00000358464,['hsa04014']
ENSP00000351905,"['hsa04010', 'hsa04060', 'hsa04068', 'hsa04144', 'hsa04218', 'hsa04350', 'hsa04390', 'hsa04520', 'hsa04659', 'hsa04926']"
ENSP00000245919,['hsa04657']
ENSP00000484580,unknown
ENSP00000361107,"['hsa04060', 'hsa04350', 'hsa04390', 'hsa04550']"
ENSP00000379042,['hsa04141']
ENSP00000365963,unknown
ENSP00000200457,['hsa04621']
ENSP00000343001,"['hsa04120', 'hsa04141']"
ENSP00000216129,unknown
ENSP00000368759,unknown
ENSP00000445675,unknown
ENSP00000378972,unknown
ENSP00000275730,unknown
ENSP00000464893,unknown
ENSP00000270279,"['hsa04120', 'hsa04144']"
ENSP00000374354,['hsa03018']
ENSP00000200557,unknown
ENSP00000262419,unknown
ENSP00000396749,unknown
ENSP00000302297,unknown
ENSP00000281772,unknown
ENSP00000332488,unknown
ENSP00000262065,unknown
ENSP00000256925,unknown
ENSP00000371548,unknown
ENSP00000312273,unknown
ENSP00000262013,unknown
ENSP00000279101,unknown
ENSP00000200652,unknown
ENSP00000365413,unknown
ENSP00000305974,unknown
ENSP00000417085,unknown
ENSP00000256958,unknown
ENSP00000364597,unknown
ENSP00000366084,"['hsa02010', 'hsa04024']"
ENSP00000326671,unknown
ENSP00000289575,unknown
ENSP00000376397,unknown
ENSP00000339826,"['hsa04151', 'hsa04662']"
ENSP00000270570,unknown
ENSP00000200676,unknown
ENSP00000480821,unknown
ENSP00000416561,['hsa04610']
ENSP00000363868,['hsa02010']
ENSP00000262101,['hsa04145']
ENSP00000368528,unknown
ENSP00000375836,unknown
ENSP00000301645,"['hsa00120', 'hsa00140', 'hsa03320']"
ENSP00000465356,unknown
ENSP00000322229,['hsa01040']
ENSP00000445920,['hsa00860']
ENSP00000441828,unknown
ENSP00000272286,['hsa02010']
ENSP00000436682,unknown
ENSP00000261693,"['hsa04145', 'hsa04913', 'hsa04925', 'hsa04927']"
ENSP00000289547,unknown
ENSP00000222381,unknown
ENSP00000264005,['hsa00564']
ENSP00000436126,unknown
ENSP00000358925,unknown
ENSP00000260645,['hsa02010']
ENSP00000227322,unknown
ENSP00000427679,unknown
ENSP00000387654,['hsa00900']
ENSP00000381250,unknown
ENSP00000365081,unknown
ENSP00000457539,unknown
ENSP00000278222,unknown
ENSP00000354995,['hsa02010']
ENSP00000468236,unknown
ENSP00000422496,unknown
ENSP00000356399,['hsa04610']
ENSP00000200691,unknown
ENSP00000259392,unknown
ENSP00000242839,unknown
ENSP00000287766,unknown
ENSP00000363329,unknown
ENSP00000335038,unknown
ENSP00000379836,unknown
ENSP00000384690,unknown
ENSP00000359130,unknown
ENSP00000301305,unknown
ENSP00000345728,unknown
ENSP00000363394,unknown
ENSP00000360299,unknown
ENSP00000355968,unknown
ENSP00000257555,unknown
ENSP00000269187,unknown
ENSP00000233535,unknown
ENSP00000386766,unknown
ENSP00000256103,unknown
ENSP00000366586,unknown
ENSP00000255039,unknown
ENSP00000368648,unknown
ENSP00000230671,unknown
ENSP00000405388,unknown
ENSP00000352779,['hsa04216']
ENSP00000386143,unknown
ENSP00000362127,unknown
ENSP00000261867,unknown
ENSP00000356234,unknown
ENSP00000334952,unknown
ENSP00000352926,['hsa04390']
ENSP00000276594,unknown
ENSP00000259803,['hsa04928']
ENSP00000201586,['hsa00140']
ENSP00000301466,['hsa00100']
ENSP00000485226,unknown
ENSP00000303550,unknown
ENSP00000357323,unknown
ENSP00000365019,unknown
ENSP00000271450,"['hsa04145', 'hsa04611', 'hsa04666']"
ENSP00000338613,unknown
ENSP00000356591,['hsa00100']
ENSP00000217961,['hsa00140']
ENSP00000378792,unknown
ENSP00000329040,unknown
