ensembl,pathways
ENSP00000363480,"['hsa04390', 'hsa04530']"
ENSP00000362390,unknown
ENSP00000220913,unknown
ENSP00000378736,unknown
ENSP00000056217,unknown
ENSP00000373347,unknown
ENSP00000474388,unknown
ENSP00000269209,unknown
ENSP00000309714,unknown
ENSP00000425556,unknown
ENSP00000365439,['hsa03040']
ENSP00000250617,unknown
ENSP00000430276,unknown
ENSP00000371798,unknown
ENSP00000348128,unknown
ENSP00000431284,unknown
ENSP00000297029,['hsa04666']
ENSP00000379401,unknown
ENSP00000367355,unknown
ENSP00000275364,"['hsa04010', 'hsa04022', 'hsa04071', 'hsa04072', 'hsa04928']"
ENSP00000248594,unknown
ENSP00000362924,['hsa04666']
ENSP00000348215,unknown
ENSP00000296721,unknown
ENSP00000347710,unknown
ENSP00000371897,"['hsa04510', 'hsa04670']"
ENSP00000400717,"['hsa04022', 'hsa04071', 'hsa04072', 'hsa04371', 'hsa04611', 'hsa04928']"
ENSP00000453302,unknown
ENSP00000459615,unknown
ENSP00000478290,unknown
ENSP00000427687,unknown
ENSP00000056233,unknown
ENSP00000327048,['hsa04658']
ENSP00000345393,unknown
ENSP00000401678,unknown
ENSP00000350369,unknown
ENSP00000358265,unknown
ENSP00000380252,['hsa04141']
ENSP00000315410,unknown
ENSP00000442308,unknown
ENSP00000344903,unknown
ENSP00000171111,['hsa04120']
ENSP00000263317,unknown
ENSP00000483814,['hsa04150']
ENSP00000439120,unknown
ENSP00000257749,unknown
ENSP00000410890,unknown
ENSP00000274793,['hsa00565']
ENSP00000376293,unknown
ENSP00000386647,unknown
ENSP00000376309,['hsa03040']
ENSP00000285928,unknown
ENSP00000061240,unknown
ENSP00000373783,unknown
ENSP00000264828,unknown
ENSP00000386170,unknown
ENSP00000264094,unknown
ENSP00000278853,unknown
ENSP00000359114,unknown
ENSP00000346890,unknown
ENSP00000359603,unknown
ENSP00000319730,unknown
ENSP00000304467,['hsa04614']
ENSP00000260702,unknown
ENSP00000204604,['hsa04350']
ENSP00000265986,unknown
ENSP00000418525,"['hsa04614', 'hsa04640']"
ENSP00000363840,unknown
ENSP00000363794,"['hsa00061', 'hsa00140']"
ENSP00000348385,unknown
ENSP00000062104,unknown
ENSP00000340292,unknown
ENSP00000375133,unknown
ENSP00000418944,unknown
ENSP00000332643,unknown
ENSP00000223215,unknown
ENSP00000382972,unknown
ENSP00000398930,unknown
ENSP00000360020,unknown
ENSP00000353734,unknown
ENSP00000319231,unknown
ENSP00000326581,unknown
ENSP00000320488,unknown
ENSP00000300175,unknown
ENSP00000064571,unknown
ENSP00000406986,unknown
ENSP00000373648,unknown
ENSP00000482600,unknown
ENSP00000415579,unknown
ENSP00000348538,unknown
ENSP00000451648,['hsa04514']
ENSP00000248933,unknown
ENSP00000381565,['hsa04510']
ENSP00000265459,['hsa04514']
ENSP00000288670,unknown
ENSP00000383178,unknown
ENSP00000360054,unknown
ENSP00000353462,unknown
ENSP00000397297,"['hsa04010', 'hsa04014', 'hsa04151']"
ENSP00000427567,unknown
ENSP00000358715,unknown
ENSP00000380598,unknown
ENSP00000478878,unknown
ENSP00000367001,unknown
ENSP00000331466,unknown
ENSP00000064724,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000278927,"['hsa04514', 'hsa04670']"
ENSP00000481006,unknown
ENSP00000377470,unknown
ENSP00000267970,unknown
ENSP00000398017,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000484631,unknown
ENSP00000385300,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000396304,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000438400,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000382090,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000428780,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000378577,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000380958,unknown
ENSP00000318113,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000382783,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000264734,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000441283,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000367841,unknown
ENSP00000331040,unknown
ENSP00000183605,"['hsa04530', 'hsa04670']"
ENSP00000353475,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000296387,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000380131,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000468500,['hsa04630']
ENSP00000312293,unknown
ENSP00000356133,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000299339,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000366095,unknown
ENSP00000295522,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000064778,unknown
ENSP00000384214,unknown
ENSP00000409906,unknown
ENSP00000371117,unknown
ENSP00000342609,"['hsa00600', 'hsa04071']"
ENSP00000397103,unknown
ENSP00000303469,unknown
ENSP00000367312,['hsa04141']
ENSP00000313034,unknown
ENSP00000386156,"['hsa03013', 'hsa03015']"
ENSP00000301452,"['hsa00600', 'hsa04071']"
ENSP00000344424,unknown
ENSP00000434480,['hsa00600']
ENSP00000064780,['hsa04060']
ENSP00000398778,unknown
ENSP00000348278,unknown
ENSP00000274532,unknown
ENSP00000263674,unknown
ENSP00000311713,unknown
ENSP00000285667,unknown
ENSP00000351075,unknown
ENSP00000297164,unknown
ENSP00000237353,unknown
ENSP00000307093,unknown
ENSP00000386722,unknown
ENSP00000357753,unknown
ENSP00000467141,unknown
ENSP00000226105,unknown
ENSP00000347507,"['hsa04022', 'hsa04919']"
ENSP00000385570,unknown
ENSP00000352785,unknown
ENSP00000376532,"['hsa00601', 'hsa00603']"
ENSP00000411397,unknown
ENSP00000355533,"['hsa04020', 'hsa04024', 'hsa04371', 'hsa04911', 'hsa04921']"
ENSP00000357746,unknown
ENSP00000206765,unknown
ENSP00000340510,unknown
ENSP00000357789,unknown
ENSP00000376523,unknown
ENSP00000376423,unknown
ENSP00000357283,['hsa04210']
ENSP00000478645,unknown
ENSP00000261590,unknown
ENSP00000398744,unknown
ENSP00000357751,unknown
ENSP00000418193,unknown
ENSP00000465419,['hsa04530']
ENSP00000341031,unknown
ENSP00000386041,"['hsa04022', 'hsa04919']"
ENSP00000397157,['hsa04115']
ENSP00000236918,unknown
ENSP00000386895,unknown
ENSP00000357731,unknown
ENSP00000267853,unknown
ENSP00000306461,unknown
ENSP00000390600,unknown
ENSP00000357740,unknown
ENSP00000396915,unknown
ENSP00000268717,unknown
ENSP00000295951,unknown
ENSP00000262186,unknown
ENSP00000337733,unknown
ENSP00000261448,['hsa04020']
ENSP00000416696,unknown
ENSP00000357744,unknown
ENSP00000382086,unknown
ENSP00000257198,unknown
ENSP00000303992,unknown
ENSP00000282541,['hsa00564']
ENSP00000301607,unknown
ENSP00000442795,unknown
ENSP00000319591,unknown
ENSP00000410257,unknown
ENSP00000317895,unknown
ENSP00000241125,unknown
ENSP00000266087,unknown
ENSP00000480484,unknown
ENSP00000330391,unknown
ENSP00000357737,unknown
ENSP00000264474,unknown
ENSP00000072644,unknown
ENSP00000428205,['hsa04068']
ENSP00000372274,['hsa04068']
ENSP00000361499,unknown
ENSP00000238831,unknown
ENSP00000332772,unknown
ENSP00000378165,unknown
ENSP00000274496,unknown
ENSP00000417573,unknown
ENSP00000400932,unknown
ENSP00000262370,"['hsa04120', 'hsa04340']"
ENSP00000072869,unknown
ENSP00000288532,['hsa00130']
ENSP00000254759,['hsa00130']
ENSP00000366528,unknown
ENSP00000288490,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000440222,unknown
ENSP00000291823,['hsa04218']
ENSP00000347005,unknown
ENSP00000239690,unknown
ENSP00000299608,unknown
ENSP00000300658,unknown
ENSP00000300452,unknown
ENSP00000355741,unknown
ENSP00000074304,"['hsa00562', 'hsa04070']"
ENSP00000373713,"['hsa00562', 'hsa04070']"
ENSP00000447378,"['hsa00052', 'hsa00500']"
ENSP00000267615,"['hsa00562', 'hsa04070']"
ENSP00000269159,"['hsa00562', 'hsa04070']"
ENSP00000362115,"['hsa00562', 'hsa04070']"
ENSP00000303434,unknown
ENSP00000345752,"['hsa00562', 'hsa04070']"
ENSP00000359423,"['hsa00562', 'hsa04070']"
ENSP00000318585,unknown
ENSP00000357583,"['hsa00562', 'hsa04070']"
ENSP00000363985,"['hsa00562', 'hsa04070']"
ENSP00000180173,"['hsa00562', 'hsa04070']"
ENSP00000425487,"['hsa00562', 'hsa04070']"
ENSP00000264047,unknown
ENSP00000431876,unknown
ENSP00000337746,['hsa00562']
ENSP00000354519,"['hsa00562', 'hsa04070']"
ENSP00000413937,"['hsa00562', 'hsa04070', 'hsa04910']"
ENSP00000360777,"['hsa00562', 'hsa04070']"
ENSP00000356155,"['hsa00562', 'hsa04070']"
ENSP00000376142,"['hsa00562', 'hsa04070']"
ENSP00000325285,"['hsa00562', 'hsa04070']"
ENSP00000371221,"['hsa00562', 'hsa04070']"
ENSP00000359417,"['hsa00562', 'hsa04070']"
ENSP00000384651,"['hsa00562', 'hsa04070']"
ENSP00000333262,"['hsa00562', 'hsa04070']"
ENSP00000262644,"['hsa00562', 'hsa00920', 'hsa04070']"
ENSP00000230124,['hsa00562']
ENSP00000408526,"['hsa00562', 'hsa04070']"
ENSP00000445381,"['hsa00562', 'hsa04070']"
ENSP00000264380,"['hsa00562', 'hsa04070', 'hsa04145']"
ENSP00000296003,"['hsa00562', 'hsa04070']"
ENSP00000075120,unknown
ENSP00000309124,"['hsa03320', 'hsa04145']"
ENSP00000358794,unknown
ENSP00000299665,['hsa04625']
ENSP00000370517,"['hsa00010', 'hsa00030', 'hsa00051', 'hsa00052', 'hsa03018', 'hsa04066', 'hsa04152', 'hsa04919', 'hsa04922']"
ENSP00000367608,['hsa00910']
ENSP00000161559,unknown
ENSP00000349181,unknown
ENSP00000276185,unknown
ENSP00000266771,unknown
ENSP00000379386,"['hsa00010', 'hsa00270', 'hsa00620', 'hsa00640', 'hsa04066', 'hsa04922']"
ENSP00000368965,"['hsa00531', 'hsa04142']"
ENSP00000305692,"['hsa00052', 'hsa00500', 'hsa04142']"
ENSP00000340274,['hsa04530']
ENSP00000396270,unknown
ENSP00000286713,unknown
ENSP00000346453,unknown
ENSP00000369860,unknown
ENSP00000479536,unknown
ENSP00000443319,"['hsa00051', 'hsa04066', 'hsa04152']"
ENSP00000441065,unknown
ENSP00000229332,unknown
ENSP00000176763,['hsa04914']
ENSP00000375622,unknown
ENSP00000415034,unknown
ENSP00000481054,unknown
ENSP00000302851,unknown
ENSP00000246006,unknown
ENSP00000347714,['hsa04145']
ENSP00000368637,unknown
ENSP00000477572,['hsa00860']
ENSP00000233202,['hsa04142']
ENSP00000465261,unknown
ENSP00000473990,unknown
ENSP00000366641,unknown
ENSP00000261623,"['hsa04145', 'hsa04621', 'hsa04670']"
ENSP00000262262,['hsa04640']
ENSP00000367697,['hsa04614']
ENSP00000334928,['hsa04520']
ENSP00000367323,unknown
ENSP00000284509,unknown
ENSP00000381023,"['hsa04621', 'hsa04921']"
ENSP00000360761,"['hsa00561', 'hsa00564', 'hsa04072']"
ENSP00000244336,unknown
ENSP00000320171,"['hsa00010', 'hsa00230', 'hsa00620', 'hsa04922']"
ENSP00000376390,unknown
ENSP00000261187,unknown
ENSP00000440428,unknown
ENSP00000354090,unknown
ENSP00000228506,unknown
ENSP00000261811,unknown
ENSP00000278865,unknown
ENSP00000216442,"['hsa00190', 'hsa04145', 'hsa04150']"
ENSP00000345771,"['hsa00010', 'hsa00030', 'hsa00051', 'hsa00052', 'hsa03018', 'hsa04066', 'hsa04152', 'hsa04922']"
ENSP00000439454,unknown
ENSP00000346130,['hsa04141']
ENSP00000347916,unknown
ENSP00000371084,unknown
ENSP00000237642,unknown
ENSP00000482264,"['hsa00561', 'hsa00830']"
ENSP00000353259,unknown
ENSP00000316476,"['hsa00600', 'hsa04071']"
ENSP00000377724,unknown
ENSP00000259915,['hsa04550']
ENSP00000484343,unknown
ENSP00000424191,['hsa03410']
ENSP00000336888,unknown
ENSP00000409738,unknown
ENSP00000225538,"['hsa04020', 'hsa04080', 'hsa04611']"
ENSP00000205636,unknown
ENSP00000449999,unknown
ENSP00000445929,unknown
ENSP00000230461,unknown
ENSP00000413697,unknown
ENSP00000256689,unknown
ENSP00000329920,unknown
ENSP00000349971,unknown
ENSP00000355800,unknown
ENSP00000329757,"['hsa00190', 'hsa04142', 'hsa04145']"
ENSP00000309741,unknown
ENSP00000267842,"['hsa03320', 'hsa04146']"
ENSP00000332900,unknown
ENSP00000463978,unknown
ENSP00000075503,unknown
ENSP00000356694,"['hsa04010', 'hsa04014', 'hsa04060', 'hsa04068', 'hsa04151', 'hsa04210', 'hsa04217', 'hsa04650']"
ENSP00000402033,unknown
ENSP00000261681,"['hsa04390', 'hsa04530']"
ENSP00000319240,"['hsa03013', 'hsa03015', 'hsa03040']"
ENSP00000341292,unknown
ENSP00000360200,"['hsa04390', 'hsa04530']"
ENSP00000343248,unknown
ENSP00000356370,['hsa04390']
ENSP00000222644,unknown
ENSP00000428343,unknown
ENSP00000378483,unknown
ENSP00000334051,['hsa04020']
ENSP00000355523,unknown
ENSP00000472546,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04010', 'hsa04014', 'hsa04072', 'hsa04217', 'hsa04370', 'hsa04611', 'hsa04664', 'hsa04666', 'hsa04912', 'hsa04913', 'hsa04921']"
ENSP00000243501,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000247992,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000302486,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04015', 'hsa04022', 'hsa04024', 'hsa04062', 'hsa04066', 'hsa04068', 'hsa04071', 'hsa04072', 'hsa04114', 'hsa04150', 'hsa04151', 'hsa04210', 'hsa04218', 'hsa04370', 'hsa04371', 'hsa04510', 'hsa04540', 'hsa04550', 'hsa04620', 'hsa04650', 'hsa04660', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04668', 'hsa04910', 'hsa04912', 'hsa04914', 'hsa04915', 'hsa04916', 'hsa04917', 'hsa04919', 'hsa04921', 'hsa04926', 'hsa04928', 'hsa04929']"
ENSP00000367407,unknown
ENSP00000365773,"['hsa00260', 'hsa00270', 'hsa00750']"
ENSP00000396045,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04010', 'hsa04014', 'hsa04072', 'hsa04217', 'hsa04370', 'hsa04611', 'hsa04664', 'hsa04666', 'hsa04912', 'hsa04913', 'hsa04921']"
ENSP00000347942,unknown
ENSP00000232461,unknown
ENSP00000364249,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000288135,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04072', 'hsa04151', 'hsa04640', 'hsa04916']"
ENSP00000368805,['hsa04928']
ENSP00000216277,['hsa03015']
ENSP00000380442,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04010', 'hsa04014', 'hsa04072', 'hsa04217', 'hsa04370', 'hsa04611', 'hsa04664', 'hsa04666', 'hsa04912', 'hsa04913', 'hsa04921']"
ENSP00000380942,"['hsa04611', 'hsa04625']"
ENSP00000262406,unknown
ENSP00000393847,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000371886,unknown
ENSP00000340913,['hsa04022']
ENSP00000457748,unknown
ENSP00000468424,unknown
ENSP00000365682,unknown
ENSP00000356436,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04010', 'hsa04014', 'hsa04072', 'hsa04217', 'hsa04370', 'hsa04611', 'hsa04664', 'hsa04666', 'hsa04912', 'hsa04913', 'hsa04921']"
ENSP00000417132,unknown
ENSP00000333142,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014', 'hsa04666']"
ENSP00000451030,unknown
ENSP00000386229,['hsa04015']
ENSP00000235382,"['hsa04022', 'hsa04921']"
ENSP00000364246,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000382434,unknown
ENSP00000380876,unknown
ENSP00000251337,unknown
ENSP00000383364,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000324856,"['hsa04068', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04530', 'hsa04920']"
ENSP00000311538,unknown
ENSP00000381070,"['hsa04010', 'hsa04012', 'hsa04141', 'hsa04530', 'hsa04620', 'hsa04660', 'hsa04664', 'hsa04668', 'hsa04912', 'hsa04926']"
ENSP00000290472,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04010', 'hsa04014', 'hsa04072', 'hsa04217', 'hsa04370', 'hsa04611', 'hsa04664', 'hsa04666', 'hsa04912', 'hsa04913', 'hsa04921']"
ENSP00000215885,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000364243,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000284061,"['hsa00561', 'hsa00564', 'hsa04070', 'hsa04072']"
ENSP00000433001,unknown
ENSP00000362123,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000364257,"['hsa00564', 'hsa00565', 'hsa00590', 'hsa00591', 'hsa00592', 'hsa04014']"
ENSP00000471477,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000393978,"['hsa04015', 'hsa04925']"
ENSP00000337014,unknown
ENSP00000479667,"['hsa04010', 'hsa04668']"
ENSP00000252490,unknown
ENSP00000256497,['hsa04141']
ENSP00000265372,unknown
ENSP00000368798,['hsa04141']
ENSP00000447149,unknown
ENSP00000216037,['hsa04141']
ENSP00000350425,unknown
ENSP00000282356,"['hsa04020', 'hsa04024', 'hsa04371', 'hsa04921', 'hsa04925']"
ENSP00000256460,"['hsa04020', 'hsa04921', 'hsa04925']"
ENSP00000466775,unknown
ENSP00000471894,['hsa04350']
ENSP00000356919,['hsa04141']
ENSP00000271843,unknown
ENSP00000375892,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04015', 'hsa04022', 'hsa04024', 'hsa04062', 'hsa04066', 'hsa04068', 'hsa04071', 'hsa04072', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04210', 'hsa04218', 'hsa04370', 'hsa04371', 'hsa04510', 'hsa04550', 'hsa04611', 'hsa04620', 'hsa04625', 'hsa04630', 'hsa04660', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04668', 'hsa04910', 'hsa04914', 'hsa04915', 'hsa04917', 'hsa04919', 'hsa04920', 'hsa04922', 'hsa04923', 'hsa04926', 'hsa04929']"
ENSP00000357622,"['hsa04151', 'hsa04152', 'hsa04922']"
ENSP00000267750,unknown
ENSP00000227667,['hsa03320']
ENSP00000333896,"['hsa04010', 'hsa04668']"
ENSP00000373328,unknown
ENSP00000255040,unknown
ENSP00000263826,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04015', 'hsa04022', 'hsa04024', 'hsa04062', 'hsa04066', 'hsa04068', 'hsa04071', 'hsa04072', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04210', 'hsa04218', 'hsa04370', 'hsa04371', 'hsa04510', 'hsa04550', 'hsa04611', 'hsa04620', 'hsa04625', 'hsa04630', 'hsa04660', 'hsa04662', 'hsa04664', 'hsa04666', 'hsa04668', 'hsa04910', 'hsa04914', 'hsa04915', 'hsa04917', 'hsa04919', 'hsa04920', 'hsa04922', 'hsa04923', 'hsa04926', 'hsa04929']"
ENSP00000080059,unknown
ENSP00000360493,['hsa04928']
ENSP00000484261,unknown
ENSP00000482538,unknown
ENSP00000332790,['hsa04217']
ENSP00000357644,unknown
ENSP00000349076,unknown
ENSP00000353104,['hsa00900']
ENSP00000475814,unknown
ENSP00000437775,unknown
ENSP00000302967,['hsa04919']
ENSP00000263360,unknown
ENSP00000296417,['hsa04217']
ENSP00000269385,unknown
ENSP00000378402,['hsa04919']
ENSP00000462667,unknown
ENSP00000244537,unknown
ENSP00000295757,unknown
ENSP00000430432,"['hsa04110', 'hsa04330', 'hsa04919']"
ENSP00000257118,unknown
ENSP00000268712,['hsa04919']
ENSP00000245414,"['hsa04625', 'hsa04668', 'hsa04917']"
ENSP00000483237,unknown
ENSP00000262144,['hsa04150']
ENSP00000279441,unknown
ENSP00000337976,['hsa00310']
ENSP00000209875,unknown
ENSP00000482564,unknown
ENSP00000369131,unknown
ENSP00000316578,unknown
ENSP00000216271,unknown
ENSP00000363804,['hsa04550']
ENSP00000421180,"['hsa04330', 'hsa04658']"
ENSP00000420294,unknown
ENSP00000271555,"['hsa04022', 'hsa04371', 'hsa04928']"
ENSP00000340874,"['hsa04010', 'hsa04022', 'hsa04371', 'hsa04921', 'hsa04928']"
ENSP00000414517,unknown
ENSP00000362352,['hsa04217']
ENSP00000328484,['hsa04217']
ENSP00000278823,unknown
ENSP00000423563,['hsa04217']
ENSP00000331310,unknown
ENSP00000311816,['hsa04550']
ENSP00000349508,unknown
ENSP00000338157,unknown
ENSP00000262450,unknown
ENSP00000389168,"['hsa04022', 'hsa04024', 'hsa04510', 'hsa04611', 'hsa04921']"
ENSP00000249396,['hsa00760']
ENSP00000412302,unknown
ENSP00000305071,['hsa04612']
ENSP00000296785,unknown
ENSP00000479284,unknown
ENSP00000337332,['hsa00760']
ENSP00000445831,unknown
ENSP00000239938,"['hsa04371', 'hsa04912', 'hsa04928']"
ENSP00000362649,"['hsa04110', 'hsa04330', 'hsa04919']"
ENSP00000384371,['hsa04068']
ENSP00000329466,['hsa00760']
ENSP00000366974,unknown
ENSP00000346389,"['hsa04022', 'hsa04371', 'hsa04928']"
ENSP00000217086,unknown
ENSP00000476228,['hsa00760']
ENSP00000384018,['hsa04330']
ENSP00000333633,unknown
ENSP00000357979,unknown
ENSP00000384490,unknown
ENSP00000367022,['hsa04217']
ENSP00000383973,unknown
ENSP00000341094,['hsa04217']
ENSP00000443988,unknown
ENSP00000355656,['hsa04217']
ENSP00000256707,unknown
ENSP00000462355,unknown
ENSP00000225983,['hsa04371']
ENSP00000264674,['hsa04010']
ENSP00000332194,['hsa04217']
ENSP00000438553,['hsa04217']
ENSP00000229402,unknown
ENSP00000292599,"['hsa04330', 'hsa04658']"
ENSP00000479794,unknown
ENSP00000354723,unknown
ENSP00000483842,unknown
ENSP00000346997,['hsa00310']
ENSP00000434552,"['hsa04330', 'hsa04658']"
ENSP00000202967,['hsa00760']
ENSP00000217964,['hsa04310']
ENSP00000310406,['hsa04014']
ENSP00000396052,unknown
ENSP00000353463,unknown
ENSP00000347119,unknown
ENSP00000364678,['hsa00310']
ENSP00000347168,unknown
ENSP00000308750,unknown
ENSP00000443017,unknown
ENSP00000248975,"['hsa04110', 'hsa04114', 'hsa04151', 'hsa04390']"
ENSP00000481486,unknown
ENSP00000356480,unknown
ENSP00000480960,unknown
ENSP00000329933,unknown
ENSP00000439689,unknown
ENSP00000340989,"['hsa04110', 'hsa04115']"
ENSP00000216807,unknown
ENSP00000366679,['hsa04217']
ENSP00000297012,['hsa04217']
ENSP00000408617,unknown
ENSP00000372191,['hsa00760']
ENSP00000254846,unknown
ENSP00000225916,"['hsa04330', 'hsa04919']"
ENSP00000318604,unknown
ENSP00000264606,['hsa04371']
ENSP00000308405,['hsa04217']
ENSP00000479106,unknown
ENSP00000367034,unknown
ENSP00000484789,unknown
ENSP00000263754,"['hsa04330', 'hsa04919']"
ENSP00000481842,"['hsa03013', 'hsa03015']"
ENSP00000479461,unknown
ENSP00000476960,unknown
ENSP00000362674,unknown
ENSP00000375770,unknown
ENSP00000269397,unknown
ENSP00000405574,['hsa04310']
ENSP00000268058,"['hsa04120', 'hsa04144']"
ENSP00000369716,unknown
ENSP00000363787,unknown
ENSP00000261531,"['hsa03040', 'hsa04330']"
ENSP00000440674,unknown
ENSP00000366956,unknown
ENSP00000345206,"['hsa04330', 'hsa04658']"
ENSP00000256429,unknown
ENSP00000362820,['hsa03040']
ENSP00000431186,unknown
ENSP00000392270,['hsa03013']
ENSP00000083182,unknown
ENSP00000300648,unknown
ENSP00000310561,unknown
ENSP00000300896,unknown
ENSP00000376317,['hsa04010']
ENSP00000320503,['hsa03018']
ENSP00000299259,unknown
ENSP00000264951,"['hsa03008', 'hsa03018']"
ENSP00000380904,"['hsa03020', 'hsa04623']"
ENSP00000359607,unknown
ENSP00000300146,['hsa03018']
ENSP00000478070,unknown
ENSP00000346340,unknown
ENSP00000306682,['hsa04115']
ENSP00000375067,unknown
ENSP00000358716,['hsa03013']
ENSP00000322915,unknown
ENSP00000181839,unknown
ENSP00000310596,['hsa03018']
ENSP00000084798,unknown
ENSP00000383365,['hsa00450']
ENSP00000375756,['hsa04921']
ENSP00000264637,"['hsa04080', 'hsa04919']"
ENSP00000270235,unknown
ENSP00000412566,['hsa03040']
ENSP00000216862,"['hsa00100', 'hsa04928']"
ENSP00000420270,unknown
ENSP00000281030,unknown
ENSP00000085068,unknown
ENSP00000355518,"['hsa00020', 'hsa00620']"
ENSP00000321038,['hsa00565']
ENSP00000205194,unknown
ENSP00000327786,unknown
ENSP00000474246,unknown
